album_id,album_name,artist_id
5810,Venho a Ti,2597
5811,Eu Amo a Tua Glória (Ao Vivo),2598
5812,Até te Encontrar (Ao Vivo),2599
5813,O Que Meu Deus Vai Fazer,2600
5814,Acústico Jota Quest,2601
5815,Mundo Novo,2602
5816,Seu Amor / Diante da Cruz,2603
5817,Foi Deus,2604
5818,Redentor,2605
5819,Da Eternidade,2606
5820,Deus do Impossível (Ao Vivo em Mojave Desert),2607
5821,Ressaquinha,2594
5822,Chill in Brazil,2594
5823,Moska Apresenta Zoombido: Zé Ramalho,2608
5824,Misericórdia Infinita,2609
5825,Labareda (Ao Vivo),2596
5826,Você Não Imagina,2610
5827,christmas but not christmas songs,2611
5828,Queremos Deus,2612
5829,Chill in Brazil,2613
5830,Águas Purificadoras/Oceanos (Ao Vivo),2614
5831,Nelsinho Corrêa ao Vivo,2615
5832,Eu Vou Crer em Ti,2616
5833,Árvore Cortada,2617
5834,Eu Não Sou Mais Órfão (Acústico),2618
5835,Aprender Com a Vida,2618
5836,Consagração,2607
5837,Só as Melhores do Pop Rock Brasileiro,2619
5838,Vida,2620
5839,Todos Os Meus Dias (Ao Vivo),2621
5840,Basta uma Palavra Para Mudar - Trilha Sonora do Filme,2622
5841,de volta ao início,2623
5842,Só Uma Noite,2624
5843,"Lamentável, Pt. III",2625
5844,CRUPIÊ,2626
5845,Tudozaras,2627
5846,Castelos & Ruínas,2628
5847,Mil Faces de um Homem Leal (Marighella),2595
5848,O Céu Se Abre,2629
5849,Comunista Elegante,2630
5850,Fumaça (Ao Vivo),2631
5851,Luz da Lua,2632
5852,Seu Amor Me Persegue (Studio),2633
5853,"Aguente, Guerreiro",2634
5854,Seja Forte,2635
5855,Ressaquinha,2636
5856,Viver (Mais leve que o ar),2637
5857,Chill in Brazil,2636
5858,Vou Deixar na Cruz,2638
5859,Banda Vida Reluz ao Vivo,2639
5860,Redenção,2640
5861,Tu És Fiel,2641
5862,Dose Dupla Frejat,2642
5863,Padre Marcelo Rossi Sem Limite,2643
5864,Em Teus Braços (Acústico),2644
5865,Cassiane - Gospel Collection Ao Vivo,2638
5866,Eu Vou Construir,2645
5867,Eu Não Perdi o Controle (Ao Vivo),2646
5868,Diante do Trono (Ao Vivo),2647
5869,Vaso de Barro,2648
5870,Jeová Jireh,2607
5871,Rap x siempre,2649
5872,Teus Sonhos (ao Vivo),2650
5873,Ser Mais do Que Ter (Ao Vivo),2651
5874,De Janeiro a Dezembro,2652
5875,Te Quero Mais Que Tudo,2653
5876,Pode Dormir Tranquilo,2654
5877,Hoje Livre Sou (Ao Vivo),2629
5878,Acústico (Ao Vivo Em São Paulo / 1999),2655
5879,Redenção,2616
5880,Excelência,2656
5881,Só as Melhores do Pop Rock Brasileiro,2636
5882,Reino de Justiça (Ao Vivo),2645
5883,Só as Melhores do Pop Rock Brasileiro,2657
5884,Saudade de casa (Ao Vivo),2596
5885,Disc 1,2658
5886,Infinity (Dubdogz & Bhaskar Edit),2659
5887,Bola Outro,2660
5888,Us Fracu Num Tem Veiz,2661
5889,Bola de Haxixe,2662
5890,Rap dos Novos Bandidos,2663
5891,O Escudo + Sou Um Milagre (Ao Vivo),2644
5892,Estações,2664
5893,Somos Nos a Justica,2665
5894,Armada Music - ADE 2022,2666
5895,Deus Está Cuidando de Você,2667
5896,Deus Não Falhará,2668
5897,Só Existe Um Lugar (Ao Vivo),2669
5898,Tomé,2670
5899,Sou Teu Deus,2671
5900,Aos Pés da Cruz,2672
5901,Para Ti Eu Vou (Ao Vivo),2673
5902,Troféu,2674
5903,Não Pare,2671
5904,Agnus Dei 1993/1994,2675
5905,Vivendo a Novidade (Ao Vivo),2676
5906,Outro Na Fornalha (Another In The Fire) [Ao Vivo],2677
5907,Sobrevivi,2678
5908,Ilegal,2679
5909,Teu Toque (Ao Vivo),2680
5910,Leandro Borges ao Vivo: Parte 2,2681
5911,2ª Via,2682
5912,Música Tradicional Católica,2683
5913,Queremos Deus,2620
5914,Papas Da Língua,2684
5915,Deus Imenso,2639
5916,Acústico,2685
5917,Adorarei (Ao Vivo),2686
5918,Esperança (Ao Vivo),2687
5919,Terremoto,2688
5920,A Arte do Insulto,2689
5921,Imaculada (Ao Vivo),2643
5922,Acoustic Som do Monte,2616
5923,O Amor Me Escolheu,2690
5924,A Arte Do Barulho,2691
5925,Sicko Drop,2692
5926,"O Que Separa os Homens dos Meninos, Vol. 1",2693
5927,Joias do Bairro,2694
5928,Deixe-Me Ir / Tem Café (Ao Vivo),2602
5929,Nômade VII,2695
5930,2%,2696
5931,Tempo de Paz,2602
5932,Kyoto,2697
5933,Amor Pra Recomeçar,2698
5934,FLORA DE CONTROLE,2699
5935,Bonde da Madrugada pt. 2,2700
5936,Sexta-Feira,2701
5937,R.U.A 12 Batalha de Vida,2702
5938,Vem (Ao Vivo),2703
5939,Quando Te Vejo,2704
5940,Troféu,2705
5941,Abre-Te Sésamo,2706
5942,Um Milhão de Anos,2707
5943,A Grande Bola Azul,2708
5944,Vinde A Mim,2709
5945,Histórias Reais Seres Imaginários,2710
5946,Vai Ter Vida Aí,2671
5947,Tudo Vira Reggae II (Ao Vivo),2602
5948,Foi a Mão de Deus,2711
5949,Bis - Raul Seixas,2706
5950,Ta Na Boa,2712
5951,Minha Alma Anseia por Ti,2713
5952,Zé Ramalho (Versão com Faixas Bônus),2714
5953,Seu Amor Me Persegue (Ao Vivo),2633
5954,Rap É Compromisso (Edição Comemorativa),2715
5955,Cores & Valores,2716
5956,A Arte De Nando Reis,2717
5957,Primeiro Passo,2718
5958,Nosso (Ao Vivo),2719
5959,Coração Valente,2720
5960,Longe Demais Das Capitais,2721
5961,Minha Oração,2607
5962,Família (Ao Vivo),2722
5963,Clareou,2620
5964,Extraordinário Amor de Deus,2607
5965,Goles Perdidos,2723
5966,Poetas no Topo 1,2724
5967,Gigantes,2628
5968,Zero,2725
5969,Bonde da Madrugada pt. 1,2700
5970,Roteiro pra Aïnouz (Vol. 2),2726
5971,Privê,2727
5972,Zero,2728
5973,Ágape Musical,2643
5974,Tijolo por Tijolo,2729
5975,O Senhor É Rei (Live),2730
5976,Luau (Ao Vivo Em São Paulo / 2007),2731
5977,Com os Neurônios Evoluidos,2700
5978,Babylon By Gus Vol. 1 - o Ano do Macaco,2732
5979,Ao Vivo Em São Paulo,2602
5980,Rosa de Saron: Acústico e ao Vivo,2733
5981,Parabellum,2734
5982,Acústico (Ao Vivo),2735
5983,Leoni - Ao Vivo,2736
5984,Mais Do Mesmo,2655
5985,10 Anos de Louvor,2678
5986,Hevo 84,2737
5987,Rap É Compromisso (Edição Comemorativa),2738
5988,Favela Vive,2739
5989,Este é o Som da Tua Noiva | Eu Só Quero Te Amar,2645
5990,Tempo de Cantar,2740
5991,Quando você olhar pra mim,2637
5992,Leandro Borges ao Vivo: Parte I,2681
5993,Capital Inicial Acústico NYC (Ao Vivo) [Deluxe],2741
5994,Memórias 2 (Ao Vivo),2742
5995,Dez E Deus,2743
5996,"Nando Reis - Voz e Violão - No Recreio, Vol. 1 (Ao Vivo)",2619
5997,Cores & Valores,2595
5998,Batalhões de Estranhos,2744
5999,"Palavra, Som e Poder (Deluxe)",2745
6000,Para Ti Eu Vou (Ao Vivo),2746
6001,Descendência,2747
6002,Renovo,2676
6003,Ressaquinha,2748
6004,Só as Melhores do Pop Rock Brasileiro,2748
6005,Só as Melhores do Pop Rock Brasileiro,2749
6006,O Iluminado,2750
6007,Castelo de Madeira,2751
6008,No Mundo da Lua / Abraço,2625
6009,Refém,2752
6010,João,2753
6011,Gigantes,2754
6012,Bom dia Vietnã 2,2755
6013,Fome,2756
6014,"O Cordeiro, o Leão e o Trono - Parte 1 (Ao Vivo)",2651
6015,Isaias Saad,2592
6016,Canta,2757
6017,Assim Caminha A Humanidade,2657
6018,Eu Sou Livre,2758
6019,Pra Te Contar Os Meus Segredos (Ao Vivo),2635
6020,Tô De Pé (Acústico),2602
6021,"Deus, Eu e Meu Violão",2759
6022,Celebra a Vitória,2639
6023,Dos Barracos de Maderite aos Palácios de Platina,2760
6024,Abraça-Me (Paixão Fogo e Glória) [Ao Vivo em BH],2761
6025,Te Desejamos (Ao Vivo),2621
6026,The Greatest Jazz Mix,2762
6027,A Invasão do Sagaz Homem Fumaça,2763
6028,1985/2007 Sucessos Regravados (Vol. 2),2764
6029,Ele Vem (Ao Vivo),2765
6030,Reino,2607
6031,Histórias e Bicicletas,2753
6032,Caleidoscópico,2766
6033,Comunhão e Adoração 6 (Acústico Ao Vivo),2767
6034,Hora da Vitória,2678
6035,Pouca Vogal (Ao Vivo),2768
6036,Abraça-Me / Lindo És / Só Quero Ver Você,2769
6037,Céu Na Terra,2770
6038,Música Tradicional Católica,2771
6039,Presente,2772
6040,Legião Urbana,2655
6041,Incomparável Amor,2618
6042,Músicas Para Louvar O Senhor,2643
6043,Eu Me Rendo,2773
6044,Só as Melhores do Pop Rock Brasileiro,2774
6045,Ressaquinha,2774
6046,Acústico - Ao Vivo,2775
6047,Avante,2776
6048,Eu Vejo Deus,2777
6049,Beggin' (Remix),2778
6050,3Fs (Ao Vivo),2649
6051,Malvadão 2,2779
6052,Acústico 3030,2588
6053,Seu Rei,2780
6054,STU,2781
6055,Mais Amor,2782
6056,Música De Guerra - 1ª Missão,2783
6057,Infinito Interno,2784
6058,Ele É Deus,2785
6059,O Processo,2786
6060,Furioso Amor,2787
6061,Transformação,2788
6062,Santifica,2789
6063,1000 Trutas 1000 Tretas (Ao Vivo),2595
6064,Bem Perto (Ao Vivo),2790
6065,Mais Que Uma Voz / A Ele a Glória,2791
6066,Imagem e Semelhança,2609
6067,Mais um Dia (ao Vivo),2792
6068,Maravilhoso,2793
6069,Pregador Antigo,2718
6070,Com Você ... Meu Mundo Ficaria Completo,2794
6071,Tô Na Mão de Deus,2795
6072,Fidelidade,2796
6073,Pra Todo Mundo Cantar (Ao Vivo),2600
6074,Ressaquinha,2797
6075,Renascer Praise 13: A Colheita,2798
6076,Mais de Mil Razões,2799
6077,Fiesta temática 70s,2797
6078,Reconstrução,2678
6079,Estamos de Pé (Ao Vivo),2800
6080,Chill in Brazil,2797
6081,Provérbios 13,2801
6082,Epopéia da Poeira Cósmica,2802
6083,Seleção De Ouro,2803
6084,Ouro Rosé,2804
6085,Pogba (Remix),2805
6086,Zodíaco,2750
6087,Faz Render,2806
6088,Acústico Cancún,2807
6089,Aleluia - Diante do Trono 13 (Ao Vivo),2808
6090,Exército da Paz (Peace Army),2809
6091,Santificação,2810
6092,Viola em Oração,2811
6093,Preciso Confiar,2812
6094,Laços,2813
6095,Do Caos ao Nirvana,2814
6096,Melhor Amigo,2815
6097,Onde Está Sua Fé?,2711
6098,Respire Fundo (Acústico),2816
6099,"Canções para Orar, Vol. 3",2817
6100,Senhor da Terra,2818
6101,Depois da Guerra,2753
6102,Vem Esta é a Hora,2819
6103,Salazar (Ao Vivo / Deluxe),2820
6104,Daza,2821
6105,Os Planos de Deus (Ao Vivo),2822
6106,Unplugged,2600
6107,Não é Só Isso,2823
6108,Projeto no Deserto,2720
6109,Meu Herói,2824
6110,O Descobrimento Do Brasil,2655
6111,Caleidoscópico,2602
6112,Sempre Fiel,2718
6113,Vera Loca (Ao Vivo),2825
6114,Legião Urbana 30 Anos,2655
6115,Acústico,2733
6116,Sobre Todas As Forças,2826
6117,Vem Cear Comigo,2678
6118,Música para Beber e Brigar,2689
6119,Pedra Leticia,2827
6120,Só as Melhores do Pop Rock Brasileiro,2828
6121,Frevoador (Versão com Faixas Bônus),2714
6122,Galactic Symphony,2658
6123,Baila,2829
6124,Luau,2830
6125,Te Trago pra Perto de Mim,2831
6126,Ouro Rosé,2832
6127,Gigantes,2833
6128,Caro Vapor / Vida e Veneno de Don L,2726
6129,Essa É a Nossa Música,2834
6130,Ainda Bem Que Chegou (Acoustic Version),2835
6131,A Divina Comédia 2,2836
6132,Tempo de Colheita,2837
6133,Polisenso,2838
6134,Rap É Compromisso (Edição Comemorativa),2839
6135,Longe do Fim,2840
6136,Sem Crise,2841
6137,Ele Não Desiste de Você (Ao Vivo no Via Show Rio de Janeiro),2818
6138,Apocalipse,2842
6139,O Leão,2843
6140,Traficando Informação,2844
6141,Vida Reluz,2639
6142,Despreocupa,2845
6143,Nação Zumbi,2846
6144,Salazar (Ao Vivo / Deluxe),2847
6145,Te Imitarei,2848
6146,Poderoso Deus,2849
6147,Insular (Ao Vivo),2850
6148,Gospel Hits,2851
6149,Top Hits,2852
6150,Acústico (Ao Vivo),2853
6151,Eterno Dependente,2854
6152,Rap É Compromisso (Edição Comemorativa),2855
6153,Fogo e Glória (Ao Vivo em Curitiba),2769
6154,Ao Monte,2856
6155,Balada MTV,2828
6156,Favela Vive 2,2857
6157,Sede,2858
6158,18 Anos Sem Tirar,2859
6159,Rompendo em Fé.,2860
6160,Deus do Secreto.,2861
6161,Ruby King 7102,2862
6162,Dancing,2863
6163,Sejam Cheios do Espírito Santo,2864
6164,Antes dos Gigantes Chegarem (Vol. 2),2865
6165,Cidade do Pecado,2866
6166,Sujeito Homem 2,2867
6167,Sunset 1,2588
6168,Zodíaco,2868
6169,comigo,2869
6170,Arcano 19,2588
6171,Roteiro pra Aïnouz (Vol. 2),2870
6172,Contra Nós Ninguém Será,2871
6173,Questão de Tempo,2872
6174,Posfácio,2873
6175,Águas Purificadoras - Diante do Trono 3 (Ao Vivo),2808
6176,Ressuscitou (Liturgia),2874
6177,Casa,2651
6178,Colo De Deus,2651
6179,Não vou duvidar,2818
6180,Jardim - Pomar,2619
6181,No Mato Sem Cachorro,2875
6182,Nação Zumbi,2876
6183,Seco Mas Não Morto,2877
6184,(Des) Concerto Ao Vivo,2878
6185,#NOFILTER (Ao Vivo),2879
6186,Juntos Em Adoração (Live 2020),2880
6187,Melhor Lugar: Sessão Acústica,2881
6188,Santo Espírito (Holy Spirit) (feat. Leonardo Gonçalves) [Ao Vivo],2882
6189,Bom Bom Pai,2883
6190,Era Deus (Ao Vivo),2681
6191,Tu És a Fogueira (Ao Vivo),2884
6192,Minha História,2885
6193,Guarda Tua Fé (Ao Vivo Em Los Angeles),2607
6194,Toque no Altar (Ao Vivo),2886
6195,Ele Não Mudou,2887
6196,Comunhão e Adoração 6 (Acústico Ao Vivo),2888
6197,Renascer Praise 13 - A Colheita,2798
6198,Da Lama Ao Caos,2889
6199,Memórias 2 (Ao Vivo),2890
6200,Lunação,2891
6201,#Somosmaneva,2602
6202,Be Someone,2892
6203,She Doesn't Mind,2893
6204,Perder o Interesse,2894
6205,Deus de Cerâmica,2895
6206,De Novo,2750
6207,Ouro Rosé II,2896
6208,Cura-me,2606
6209,Cabelo Rapunzel,2897
6210,O Último Romântico,2657
6211,Problema Meu,2898
6212,Melhor Que Ontem,2899
6213,Eletrocardiograma,2699
6214,O Pior Disco do Ano,2900
6215,Volta Logo Jesus,2901
6216,Ao Vivo No Circo Voador,2838
6217,Auxílio Emergencial do Rap,2902
6218,Midian Lima Live Session,2671
6219,Tim Maia 1980,2636
6220,8 Anos (Ao Vivo),2602
6221,Tudo a Ver Com Ele (Ao Vivo),2903
6222,Vem Neste Lugar (Ao Vivo),2904
6223,Redentor (Ao Vivo),2644
6224,Acústico (Ao Vivo),2794
6225,Primeira Canção (Música dos Passarinhos),2635
6226,Deus Está Fazendo,2740
6227,Planos de Deus,2646
6228,Equilíbrio Distante,2905
6229,Acústico,2650
6230,Nunca Tem Fim (Standard),800
6231,Se Tu Lutas Tu Conquistas,2906
6232,Ainda é Tempo (feat. Anderson Freire),2907
6233,Eu Vou Correr,2908
6234,Deus É Poderoso pra Fazer: Live Session,2849
6235,Diamante (2010),2842
6236,"Yeshua, Nós Te Amamos (Ao Vivo)",2884
6237,Capital Inicial,2909
6238,O mundo encantado do Ultraje a Rigor,2859
6239,Não Precisa Mais Chorar,2747
6240,Bachata (Edição Histórica),2678
6241,Glória E Honra (Ao Vivo),2645
6242,Seja o Centro,2618
6243,Zé Ramalho Ao Vivo 2005,2714
6244,BAILE,2910
6245,Moska Apresenta Zoombido: Frejat,2642
6246,O Iluminado,2911
6247,Flashback,2912
6248,Ao Vivo,2913
6249,Reggae Power (Ao Vivo),2879
6250,Revanche,2640
6251,"Oh, Quão Lindo Esse Nome É",2621
6252,Ao Vivo em SP,2914
6253,Frejat Ao Vivo No Rock In Rio,2642
6254,Jardim,2915
6255,Rita Lee,2916
6256,The Send Brasil (Ao Vivo),2917
6257,Encontrei o Meu Lugar (Ao Vivo),2918
6258,Focus - O Essencial de Lulu Santos,2657
6259,Melhor Lugar (Ao Vivo),2919
6260,Sutilmente (Ao Vivo),2920
6261,3Fs (Ao Vivo / Deluxe Version),2649
6262,Ressurreição: Inspiracional,2921
6263,Tu És Bom (Em Todo o Tempo),2922
6264,Saideira Acústico Sessions,2601
6265,Tudo Vira Reggae (Ao Vivo),2602
6266,Não Vou Me Adaptar (Ao Vivo),2923
6267,Um Tiro no Coração,2924
6268,Golpe Baixo,2925
6269,Nossa Barulheira,2821
6270,Segura Na Minha Mão,2596
6271,Rataria Popular Brasileira,2926
6272,Adriana Arydes (Ao Vivo),2927
6273,Uni-Versos,2928
6274,1985/2007 Sucessos Regravados (Vol. 1),2764
6275,A Tempestade,2655
6276,Ele Reina (Ao Vivo),2596
6277,Seleção,2773
6278,Me Leve Sem Destino (Ao Vivo),2764
6279,Sandra Sá,2929
6280,Peter Pan,2930
6281,Sin City,2931
6282,O Líder em Movimento,2584
6283,Joias do Bairro,2932
6284,Armandinho,2735
6285,Flores e Facas,2756
6286,Esculpido a Machado,2933
6287,Geração Z,2934
6288,Teoria Dinâmica Gastativa,2838
6289,Purke Tudu Num Mundu É Vaidade,2661
6290,A Saída Está Dentro,2935
6291,Campo De Batalha,2936
6292,Tudo É do Pai,2937
6293,Identidade,2788
6294,DUDA BEAT & NANDO REIS,2938
6295,Música Pra.curar Brasileira,2939
6296,Tempo de Deus (Playback Incluso),2785
6297,20 Grandes Sucessos De Raul Seixas,2706
6298,Rompendo em Fé,2940
6299,Rappa-Mundi,800
6300,Leoni - Ao Vivo,2941
6301,E-Collection,2706
6302,"Lobão Elétrico Lino, Sexy & Brutal - Ao Vivo Em São Paulo (Deluxe Version)",2942
6303,Greatest Hits 80's,2748
6304,Cidade Negra Direto (Ao Vivo),2826
6305,Impressionante,2904
6306,Ostras Feridas,2943
6307,Demo,2944
6308,De Janeiro a Dezembro,2945
6309,Comunhão e Adoração 6 (Acústico Ao Vivo),2946
6310,Antologia Acústica,2714
6311,Filho de Leão,2720
6312,Enquanto Eu Te Espero,2618
6313,Me Atraiu (Acústico),2947
6314,As Grandes Décadas Da Música Popular Brasileira,2774
6315,Somebody That You Loved,2948
6316,"Fotografia de um Instante, Vol. 1 & 2",2949
6317,Marginal,2950
6318,Amacy - Cantos De Umbanda,2951
6319,Vou Profetizar,2795
6320,"No Princípio Era o Verbo - Babylon by Gus, Vol. II",2732
6321,Corre Pro Meu Mar,2952
6322,"Uma História Escrita pelo Dedo de Deus, Vol. 2 (Ao Vivo)",2953
6323,Envia Tua Glória,2954
6324,Eu Nunca Disse Adeus,2909
6325,Deus De Perto,2955
6326,Como Vai Você,2619
6327,Educação Sentimental,2748
6328,Louco pra Voltar,2956
6329,Fé em Canto (Acústico),2957
6330,Moeda de Troca,2682
6331,Continuando,2958
6332,Até Transbordar (Ao Vivo),2880
6333,Tim Maia In Concert,2636
6334,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",2595
6335,Só para Loucos,2959
6336,Se Fosse por Mim,2960
6337,O Dia Em Que A Terra Parou,2706
6338,Esperar é Caminhar,2961
6339,Não Posso Desistir,2638
6340,Fé (Ao Vivo),2962
6341,"Vem, Esta É a Hora (Ao Vivo)",2963
6342,Seco e Ainda Vivo,2964
6343,Ao Vivo,2764
6344,Seu Amor Me Persegue,2965
6345,Diamantes Verdadeiros,2966
6346,Não Foi Por Acaso,2967
6347,Olha pra Mim,2886
6348,RPM 2002 (Ao Vivo),2968
6349,Mais do Que Imaginei,2969
6350,Uma Questão de Fé,2970
6351,Malvadão,2971
6352,Já Sei,2972
6353,Pecado Capital,2973
6354,Tattoo,2974
6355,2 é Demais,2748
6356,Hannah,2975
6357,Lamentável,2976
6358,Fabiana Sinfrônio - Louvorzão 2022 (Ao Vivo),2740
6359,Leão (Ao Vivo),2977
6360,Redención,2978
6361,Na Casa de Deus,2688
6362,Casinha,2735
6363,Leão (Ao Vivo),2880
6364,Amor pra Recomeçar,2642
6365,Meu Alvo,2979
6366,Favela Vive 4,2980
6367,Sol Loiro,2735
6368,Acústico (Live),2748
6369,Cantem no Caminho (Ao Vivo),2981
6370,Identidade,2982
6371,MFD - Manifestação dos Filhos de Deus (Ao Vivo),2983
6372,Tim Maia 1971,2636
6373,Afinar as Rezas,2821
6374,O Poder do Teu Amor,2607
6375,"Sangue, Ouro e Pólvora",2984
6376,Aline Barros e Cia,2607
6377,"Palavra, Som e Poder (Ao Vivo)",2745
6378,Para o Mundo Ouvir,2718
6379,Aguenta,2985
6380,Acústico e Ao Vivo 2/3,2986
6381,O Dia Que Será Pra Sempre,2987
6382,Sou Eu,2988
6383,Perfeito Amor,2618
6384,Incomparável Amor (Acústico),2618
6385,Ai Papi,2989
6386,Uma Noite a Toa,2990
6387,Caro Vapor / Vida e Veneno de Don L,2991
6388,¡Adios Esteban!,2992
6389,Nuvens,2636
6390,Collab,2993
6391,Zero,2994
6392,Meu Pai,2995
6393,Tempos Modernos (Estúdio),2601
6394,Infinito,2996
6395,O Fantástico Mundo,2997
6396,Poderoso Deus,2998
6397,Troféu,2999
6398,Coleção Nacional,3000
6399,Jota Quest - Rio de Janeiro - 28/01/2005,2601
6400,Meio Desligado (Acústico),2748
6401,Acústico Na Casa Do Lago (Acústico / Ao Vivo),2602
6402,Entrada para Raros (10th Anniversary Edition),3001
6403,Eu Tenho a Promessa,2687
6404,Sem Cortesia (Vagando na Babilônia / Em Busca de Canaã),3002
6405,O Melhor de Edson Gomes - Ao Vivo,2936
6406,Há uma Saída,3003
6407,Se Até os Anjos se Prostram,2884
6408,De Joelhos,3004
6409,A Promessa Está de Pé (Ao Vivo),3005
6410,Odiosa Natureza Humana,2689
6411,Desvio de Conduta,3006
6412,Que Se Abram Os Céus,2962
6413,Acima Do Nível Do Mar (Ao Vivo),2969
6414,Presente,3007
6415,In A Club,3008
6416,Dose de Adrenalina,3009
6417,Olhares,3010
6418,Expedição Cósmica,3011
6419,Sou Rock N' Roll,3012
6420,Coletânea Start Rap,3013
6421,Bem Pra Mim,3014
6422,Veneza,3015
6423,Livres ao Vivo em São Paulo,2792
6424,RUNNING,3016
6425,Sabotage,3017
6426,Natiruts,2879
6427,Zero,3018
6428,Fome,3019
6429,A Nossa Barraca,3020
6430,Desorientado,3021
6431,Filhos Acústico,2996
6432,Leoni - Ao Vivo,3022
6433,Deus Escrevendo,3023
6434,V.I.B.E.,3024
6435,Galileu (ao Vivo),2650
6436,Vou Te Encontrar,3025
6437,Sou um Milagre,2937
6438,Saudade de Ti,2937
6439,Minha Fé,3026
6440,Deus no Esconderijo do Verso,2620
6441,Canção Ao Cordeiro (Ao Vivo),2847
6442,Todas As Praias (axé) [Acústico],3027
6443,"Um Certo Galileu, Vol. 1",3028
6444,Eu Digo Sim,3029
6445,Volume 5,2735
6446,Elis (Remastered),2797
6447,Do Altar de Deus ao Altar dos Pobres,3030
6448,Sinta Deus Cuidando de Ti,2722
6449,Muito Especial,3031
6450,Quebrantado Coração,2606
6451,Momentos,3032
6452,De Janeiro a Dezembro,2617
6453,Não Mais Escravos,2713
6454,Lunação,2733
6455,Só as Melhores do Pop Rock Brasileiro,2642
6456,"A Quest Into Deep, Vol. 1 (A Special Deep House Experience)",2658
6457,"Deep And Sunsets, Vol. 4",2658
6458,Eu Sou do Mar,2853
6459,.155,3033
6460,Adrenalina,3034
6461,Aparte,3035
6462,Tô Feliz (Matei o Presidente) 2,2841
6463,JOVEM OG,3036
6464,"Sound of Deep-House, Vol. 1",2658
6465,Isso não é um disco de Rap,2974
6466,Cascavel,2756
6467,Castelos & Ruínas,3037
6468,Não Há Outro Lugar (Ao Vivo),2746
6469,Brylho,3038
6470,Suficiente para Mim,3039
6471,Extraño,2710
6472,Uma Nova História (ao Vivo),2650
6473,De Malas Prontas,2995
6474,Troféu,3040
6475,Só Pra Brilhar,3041
6476,Você Sabe o Que Eu Quero Dizer,2941
6477,De Coração a Coração,3042
6478,De Malas Prontas,2987
6479,Rei do Meu Coração,3043
6480,Não Pare Agora,2638
6481,Casa de Maria (Ao Vivo),2651
6482,Acústico Mtv,2859
6483,Amo Você Vol. 13,2607
6484,Faz Chover (ao Vivo),2650
6485,Além do Rio Azul / Coração de Cera (Série Dupla),2720
6486,Para Sempre,2638
6487,Nenhuma Condenação,3044
6488,Não Desista de Viver!,3045
6489,Acústico Theatro São Pedro (Ao Vivo),3046
6490,O Papa É Pop,2721
6491,Deixa Deus Sonhar em Ti (Ao Vivo),2616
6492,Brasília,3047
6493,Eu Tenho um Pai,2618
6494,iCollection - Barão Vermelho,2828
6495,Juntos Em Adoração (Live 2020),3048
6496,Hipogrifo - Single,3049
6497,Compromisso,2722
6498,Ponto de Força,3050
6499,Non Ducor Duco,3051
6500,Infinito Interno,2588
6501,Epopéia da Poeira Cósmica,3052
6502,Roteiro pra Aïnouz (Vol. 2),3053
6503,Sol de Paz,3006
6504,Cartas e Versos,2642
6505,Tempestade Numa Gota D'Água,2649
6506,Carro Bicho,3054
6507,Zero,3055
6508,Seu Amor: YOUnique (Acústico),3056
6509,Fiz Esse Som Pra Você,3027
6510,Colo de Mãe,3057
6511,Tudo Passa Pela Cruz,3058
6512,No Coração da Jornada,3059
6513,Nando Reis - Voz e Violão - No Recreio - Vol. 1 (Ao Vivo) [Álbum Comentado],2619
6514,Santo (ao Vivo),2650
6515,Identidade,3060
6516,As Quatro Estações,2655
6517,Espera,2733
6518,Para Quando o Arco Íris Encontrar o Pote de Ouro,2619
6519,Eles São Assim. E Assim Por Diante.,3061
6520,My Sessions,2621
6521,Usuário,2763
6522,Caminho de Milagres,2607
6523,O Amor Me Elegeu,2620
6524,S.O.S.,3062
6525,O Iluminado,3063
6526,Roteiro Pra Aïnouz (Vol. 3),3064
6527,Cordas Musicais,3065
6528,Bendito,3066
6529,Nesse Instante (feat. Vulgo FK & Caio Passos),3067
6530,Zero,3068
6531,Mente Louca,2840
6532,Jota Quest,2601
6533,"Meus Amigos, Minha Família",3069
6534,O Tempo Passou,3070
6535,Esculpido a Machado,3071
6536,Espírito Vem,2592
6537,Liberta-Me,2908
6538,Carta de Amor (Ao Vivo),3072
6539,Cássia Eller Em Casa,3073
6540,Castelos & Ruínas,3074
6541,Impagável,2788
6542,Milagres (Acústico),2644
6543,Natiruts Reggae Brasil (Ao Vivo) [Deluxe],3075
6544,O Mínimo de Mim,3003
6545,Mato Seco,2944
6546,Até Que Toda Terra Cante,3043
6547,Bote Fé - Vol. 1,2771
6548,O Rappa - Acústico Oficina Francisco Brennand (Deluxe) [Ao Vivo],3076
6549,Tianastacia (Live),2712
6550,Entre a Adolescência e o Crime,3077
6551,O Fracasso Não É o Fim,2678
6552,Tô Chegando,2617
6553,Profetizando Vida,2793
6554,Quanto Mais Curtido Melhor,3078
6555,Fast & Furious 8: The Album,3079
6556,Horizon (with Noisia),3080
6557,The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack),3081
6558,Sensei,3082
6559,Invaders Must Die,3083
6560,Push The Button,1099
6561,Into the Sun,3084
6562,Born In The Echoes,1099
6563,Driveclub Original Game Soundtrack (Remixes),3085
6564,Breathe (feat. RZA) [Liam H and Rene LaVice Re-Amp],3086
6565,The Darkness That You Fear,1099
6566,Fast & Furious 6,3087
6567,Cracks,3088
