track_id,popularity,duration_ms,explicit,danceability,energy,loudness,tempo,speechiness,acousticness,instrumentalness,liveness,valence,mode,key,time_signature
5SuOikwiRyPMVoIQDJUgSV,73,230666,False,0.676,0.461,-6.746,87.917,0.143,0.0322,1.01e-06,0.358,0.715,0,1,4
4qPNDBW1i3p13qLCt0Ki3A,55,149610,False,0.42,0.166,-17.235,77.489,0.0763,0.924,5.56e-06,0.101,0.267,1,1,4
1iJBSr7s7jYXzM8EGcbK5b,57,210826,False,0.438,0.359,-9.734,76.332,0.0557,0.21,0.0,0.117,0.12,1,0,4
6lfxq3CG4xtTiEg7opyCyx,71,201933,False,0.266,0.0596,-18.515,181.74,0.0363,0.905,7.07e-05,0.132,0.143,1,0,3
5vjLSffimiIP26QG5WcN2K,82,198853,False,0.618,0.443,-9.681,119.949,0.0526,0.469,0.0,0.0829,0.167,1,2,4
01MVOl9KtVTNfFiBU9I7dc,58,214240,False,0.688,0.481,-8.807,98.017,0.105,0.289,0.0,0.189,0.666,1,6,4
6Vc5wAMmXdKIAM7WUoEb7N,74,229400,False,0.407,0.147,-8.822,141.284,0.0355,0.857,2.89e-06,0.0913,0.0765,1,2,3
1EzrEOXmMH3G43AXT1y7pA,80,242946,False,0.703,0.444,-9.331,150.96,0.0417,0.559,0.0,0.0973,0.712,1,11,4
0IktbUcnAGrvD03AWnz3Q8,74,189613,False,0.625,0.414,-8.7,130.088,0.0369,0.294,0.0,0.151,0.669,1,0,4
7k9GuJYLp2AzqokyEdwEw2,56,205594,False,0.442,0.632,-6.77,78.899,0.0295,0.426,0.00419,0.0735,0.196,1,1,4
4mzP5mHkRvGxdhdGdAH7EJ,74,244800,False,0.627,0.363,-8.127,99.905,0.0291,0.279,0.0,0.0928,0.301,1,8,4
5ivF4eQBqJiVL5IAE9jRyl,69,240165,False,0.483,0.303,-10.058,133.406,0.0429,0.694,0.0,0.115,0.139,1,4,3
4ptDJbJl35d7gQfeNteBwp,52,198712,False,0.489,0.314,-9.245,124.234,0.0331,0.749,0.0,0.113,0.607,0,7,4
0X9MxHR1rTkEHDjp95F2OO,62,248448,False,0.691,0.234,-6.441,87.103,0.0285,0.777,0.0,0.12,0.209,1,3,4
4LbWtBkN82ZRhz9jqzgrb3,56,188133,False,0.755,0.78,-6.084,120.004,0.0327,0.124,2.83e-05,0.121,0.387,1,2,4
1KHdq8NK9QxnGjdXb55NiG,58,244986,False,0.489,0.561,-7.933,83.457,0.0274,0.2,4.56e-05,0.179,0.238,1,4,3
6xKeQgzfjixSUld14qUezm,56,129750,False,0.706,0.112,-18.098,110.154,0.0391,0.827,4.03e-06,0.125,0.414,1,2,4
4Yo0igmcoNyat1secaH0OD,54,169728,False,0.795,0.0841,-18.09,91.803,0.0461,0.742,1.17e-05,0.0853,0.609,0,10,4
2qLMf6TuEC3ruGJg4SMMN6,68,189613,False,0.625,0.414,-8.7,130.088,0.0369,0.294,0.0,0.151,0.669,1,0,4
6CgNoAbFJ4Q4Id4EjtbXlC,67,260186,False,0.717,0.32,-8.393,107.946,0.0283,0.83,0.0,0.107,0.322,1,3,4
3S0OXQeoh0w6AY8WQVckRW,75,242946,False,0.703,0.444,-9.331,150.96,0.0417,0.559,0.0,0.0973,0.712,1,11,4
210JCw2LbYD4YIs8GiZ9iP,63,174174,False,0.678,0.351,-8.654,90.032,0.0266,0.747,0.0,0.355,0.569,1,0,4
5TvE3pk05pyFIGdSY9j4DJ,70,229400,False,0.407,0.147,-8.822,141.284,0.0355,0.857,2.89e-06,0.0913,0.0765,1,2,3
0BUuuEvNa5T4lMaewyiudB,0,216386,False,0.572,0.454,-10.286,140.182,0.0258,0.477,1.37e-05,0.0974,0.515,1,3,4
3Hn3LfhrQOaKihdCibJsTs,0,231266,False,0.796,0.667,-4.831,97.988,0.0392,0.381,0.0,0.221,0.754,0,5,4
6D33wCKzWtNEgOovgeVJ7r,1,302346,False,0.755,0.454,-9.609,120.06,0.0352,0.757,0.0,0.236,0.33,0,9,4
5IfCZDRXZrqZSm8AwE44PG,0,131760,False,0.62,0.309,-9.209,145.363,0.0495,0.788,0.0,0.146,0.664,1,5,4
0dzKBptH2P5j5a0MifBMwM,0,273653,False,0.633,0.429,-6.784,143.793,0.0381,0.0444,0.0,0.132,0.52,0,4,4
5QAMZTM5cmLg3fHX9ZbTZi,0,131760,False,0.62,0.309,-9.209,145.363,0.0495,0.788,0.0,0.146,0.664,1,5,4
2qESE1ZeWly7I3YjyTXmXh,0,131760,False,0.62,0.309,-9.209,145.363,0.0495,0.788,0.0,0.146,0.664,1,5,4
3EQV1ZHtHvq9OnVRYIdbg3,0,131760,False,0.62,0.309,-9.209,145.363,0.0495,0.788,0.0,0.146,0.664,1,5,4
3ax0rfGb7exLtl02LL08U9,0,131760,False,0.62,0.309,-9.209,145.363,0.0495,0.788,0.0,0.146,0.664,1,5,4
1m5LC29RE52Bxy7hxvpOlL,0,234186,False,0.593,0.455,-8.192,202.019,0.0388,0.366,0.0,0.0914,0.564,1,6,4
3H36x7buZdQD4687VmFrwY,0,259558,False,0.296,0.206,-11.799,165.4,0.0412,0.782,0.000225,0.0959,0.202,1,0,4
0xbMRcMFqxJq1Wa7tvWPtn,0,259558,False,0.296,0.206,-11.799,165.4,0.0412,0.782,0.000225,0.0959,0.202,1,0,4
6h061f44HZPj1OXO2nA45d,0,259558,False,0.296,0.206,-11.799,165.4,0.0412,0.782,0.000225,0.0959,0.202,1,0,4
62EwQLDw0dprDzuLwQ0sH1,0,257493,False,0.409,0.153,-10.74,85.262,0.0306,0.939,2.56e-05,0.108,0.18,0,6,4
3lvo0I8c2qBJDLZWqExDgC,0,247791,False,0.501,0.0952,-12.931,138.016,0.054,0.963,1.58e-05,0.0915,0.316,1,2,4
1ae8XfBQ3fDEvmBjFaemGV,0,206267,False,0.606,0.326,-10.031,91.626,0.0294,0.841,0.0,0.139,0.414,1,10,4
0adVktNVJXPZfhQe6B1NO5,0,257493,False,0.409,0.153,-10.74,85.262,0.0306,0.939,2.56e-05,0.108,0.18,0,6,4
6sp6Vx3sv2l5qxPfbQkcyt,0,306794,False,0.474,0.519,-5.291,151.832,0.0253,0.281,0.0,0.107,0.326,1,7,4
1WFVfVjCtbmdIv7j3Fa9iy,0,266960,False,0.568,0.301,-10.163,88.029,0.0373,0.796,3.37e-06,0.118,0.142,0,10,4
0e5PAxSyZ5DWWVqKANHETz,0,230098,False,0.568,0.686,-6.635,172.075,0.033,0.15,1.81e-06,0.0881,0.725,1,1,4
1MLr9b1fOybO3MGiLy47Ys,0,230098,False,0.568,0.686,-6.635,172.075,0.033,0.15,1.81e-06,0.0881,0.725,1,1,4
6JGjevTaqr9J1xp7YvYUKF,0,193943,False,0.476,0.666,-3.438,148.155,0.0446,0.314,0.0,0.342,0.498,1,6,4
7Af2YlwMZryKOQiRfwMsD2,0,230098,False,0.568,0.686,-6.635,172.075,0.033,0.15,1.81e-06,0.0881,0.725,1,1,4
3RE5nHIVkC4KcA7snFaTKd,0,230098,False,0.568,0.686,-6.635,172.075,0.033,0.15,1.81e-06,0.0881,0.725,1,1,4
0JvkNRyq8Tmot9khpdtN0I,0,230098,False,0.568,0.686,-6.635,172.075,0.033,0.15,1.81e-06,0.0881,0.725,1,1,4
27gHtbsHClwimHFtKgFop4,0,230098,False,0.568,0.686,-6.635,172.075,0.033,0.15,1.81e-06,0.0881,0.725,1,1,4
1QBNBGeIRRGBnLhdlHbfI8,0,230098,False,0.568,0.686,-6.635,172.075,0.033,0.15,1.81e-06,0.0881,0.725,1,1,4
72xTsTouZ5nBmASX8k1XCW,46,213098,False,0.596,0.2,-10.424,107.893,0.0305,0.91,0.000183,0.0884,0.308,0,0,4
3ILmwMefYZoQh5Cf5jeuUQ,61,232360,False,0.373,0.914,-4.185,168.21,0.0565,0.076,0.0,0.669,0.56,1,0,4
2DHDuADAHoUW6n0z80RLQF,60,241119,False,0.494,0.652,-5.863,137.018,0.0314,0.0754,0.00256,0.125,0.298,0,6,4
5JDcQAztvZTIkrWoZihgvC,68,220239,False,0.447,0.393,-8.65,73.139,0.038,0.785,0.0,0.28,0.564,1,5,3
2sYFi9xVSZ56WHKSY2fN1K,52,171543,False,0.576,0.331,-9.389,149.02,0.0306,0.894,3.44e-05,0.129,0.407,0,6,4
6xJOhSm4SvZwzy3uhWz26O,62,286865,False,0.536,0.89,-5.222,121.974,0.0375,0.078,0.0202,0.131,0.273,1,1,4
7lLKxcNeJtDTWVRKHovLEC,51,234473,False,0.526,0.333,-13.02,94.951,0.0314,0.91,0.168,0.111,0.159,1,4,4
25UzeaV47eDT44Fovve6xQ,0,216000,False,0.501,0.381,-9.448,80.075,0.036,0.687,0.00133,0.119,0.502,1,0,4
4oa14QBfWRDfJy2agySy0L,67,232760,False,0.27,0.275,-10.357,168.964,0.0356,0.834,0.0,0.146,0.231,1,0,4
2gRKq9rIC5i1zuxp06zJWH,57,178600,True,0.731,0.507,-6.477,117.969,0.046,0.572,0.0,0.0912,0.265,1,0,4
08MFgEQeVLF37EyZ7jcwLc,75,254400,False,0.375,0.457,-7.018,174.839,0.0315,0.868,0.0145,0.191,0.415,1,3,3
6nXIYClvJAfi6ujLiKqEq8,62,244320,False,0.43,0.791,-5.419,171.864,0.0302,0.0726,0.0193,0.11,0.217,0,6,4
7x4b0UccXSKBWxWmjcrG2T,66,124933,False,0.616,0.282,-15.317,96.638,0.0331,0.983,0.833,0.13,0.435,1,1,4
6owKuyHxUqidcAA6fPKSyy,64,222146,False,0.705,0.347,-8.249,80.057,0.0301,0.674,0.0,0.12,0.36,1,2,4
0wbmIfvndFV9VDvuUY1pYN,62,181852,False,0.582,0.255,-10.254,139.884,0.0306,0.772,0.0,0.0889,0.285,1,4,4
3e5yu9MkIvQx17mm7LF6KY,58,186584,False,0.549,0.274,-12.565,86.664,0.0379,0.798,6.63e-06,0.103,0.207,1,1,4
6VwAh8Z1d5YKoSWoEaV4db,65,159600,False,0.787,0.355,-11.429,99.978,0.0288,0.896,0.0201,0.111,0.48,1,0,4
2D4BSm5Z8Hq5zYbSgJwEOh,67,250266,False,0.397,0.303,-7.508,81.05,0.0435,0.381,0.0,0.101,0.172,1,5,4
7LwGBxB0h0CVmkOZxYKn0g,65,318908,False,0.548,0.42,-7.842,128.012,0.0277,0.198,4.46e-06,0.0899,0.196,1,0,4
0ZwdH0m32I8odedwvspYTh,44,222351,False,0.787,0.403,-11.989,118.042,0.033,0.603,0.00857,0.131,0.264,1,0,4
16dkWKIlBsfYTISCVuDs0w,55,219480,False,0.484,0.573,-6.183,139.966,0.0298,0.0882,1.14e-06,0.15,0.346,1,5,3
3TwtrR1yNLY1PMPsrGQpOp,70,221693,False,0.382,0.416,-9.303,102.089,0.0302,0.0733,0.0,0.0719,0.125,1,0,4
3Et4LKZLnXygPYfNdeB3D3,57,354400,False,0.541,0.575,-9.463,91.98,0.0491,0.677,0.215,0.102,0.428,1,9,4
2E9viCx0hJKNKNThd2MdGQ,56,177500,False,0.607,0.473,-8.555,119.698,0.034,0.712,0.0,0.66,0.54,1,2,4
0Zf1BPkkFAWGtVHeBwHHz4,56,247840,False,0.417,0.595,-7.84,147.928,0.0396,0.158,0.000269,0.101,0.117,1,6,4
38jy6kRlPt8z1GUS9WXeNh,67,216386,False,0.572,0.454,-10.286,140.182,0.0258,0.477,1.37e-05,0.0974,0.515,1,3,4
2SkJKMfjpYsNv0KWOxiegX,62,229320,False,0.709,0.913,-5.148,108.024,0.0748,0.0182,0.0,0.167,0.519,1,7,4
4qCbMMMuEB56kHd4zPE6GD,45,330933,False,0.537,0.342,-13.553,109.236,0.0273,0.645,0.266,0.0687,0.253,1,2,4
11TK5KLtLZUdKr1C549bAw,64,172213,False,0.602,0.336,-11.106,90.894,0.0369,0.883,0.0017,0.143,0.335,1,8,4
7BXW1QCg56yzEBV8pW8pah,65,226106,False,0.643,0.638,-4.947,82.001,0.0407,0.204,0.0,0.0707,0.6,0,1,4
2kMrCPZ0o5gErBPLCRgoli,0,235173,False,0.451,0.7,-6.597,150.055,0.0431,0.455,0.00233,0.405,0.37,0,10,4
5IjTZ1g8KrIuV97N3OQZ0V,0,195213,False,0.546,0.391,-10.786,139.669,0.063,0.784,2.72e-06,0.0552,0.202,0,2,4
3bHhUEOTIbezeZ856R0BX5,68,236306,False,0.561,0.327,-10.835,161.858,0.0327,0.902,0.000469,0.111,0.298,0,11,4
0wf17wsLRwnnfh241GkeH5,0,181400,False,0.479,0.541,-9.862,85.994,0.0543,0.74,0.0,0.108,0.3,1,0,4
3322ArxAq7wCSZI4fF77Q0,0,181400,False,0.479,0.541,-9.862,85.994,0.0543,0.74,0.0,0.108,0.3,1,0,4
4LGF2tDg3878bs0mQPByZ4,61,164500,False,0.436,0.4,-11.485,100.734,0.0272,0.904,0.00105,0.125,0.351,1,7,4
6Uy6K3KdmUdAfelUp0SeXn,70,220573,False,0.551,0.836,-3.838,185.063,0.0524,0.00502,2.1e-05,0.0425,0.758,0,10,4
2z2JKNU24UEngb4joR9p8f,0,257493,False,0.409,0.153,-10.74,85.262,0.0306,0.939,2.56e-05,0.108,0.18,0,6,4
2nef44o0sjJDKB1ta4S0ub,0,257493,False,0.409,0.153,-10.74,85.262,0.0306,0.939,2.56e-05,0.108,0.18,0,6,4
0qJGlogD7AyMLAJfQ42aI2,62,210612,False,0.6,0.845,-7.076,97.631,0.0311,0.048,0.0,0.24,0.392,1,10,4
04JS6OitE9VGsIS3S94Osg,0,154440,False,0.492,0.145,-14.504,90.078,0.0422,0.872,9.68e-06,0.107,0.218,0,2,4
5OGpsZeJRZ3t3MZioawcZW,0,154440,False,0.492,0.145,-14.504,90.078,0.0422,0.872,9.68e-06,0.107,0.218,0,2,4
3Vnes7v746dYzBn0FJTZ1W,0,263866,False,0.447,0.555,-6.018,117.888,0.0349,0.218,3.46e-06,0.124,0.33,1,2,3
30cYWLpVdBZVLb1cYdmcTT,0,154440,False,0.492,0.145,-14.504,90.078,0.0422,0.872,9.68e-06,0.107,0.218,0,2,4
7sUqJ51FGSi3n7x4pYjY3v,0,154440,False,0.492,0.145,-14.504,90.078,0.0422,0.872,9.68e-06,0.107,0.218,0,2,4
15BFn2VmEtonsXfNL1lUmy,0,154440,False,0.492,0.145,-14.504,90.078,0.0422,0.872,9.68e-06,0.107,0.218,0,2,4
0WOFJR54wyTwLB11jcBDb1,0,154440,False,0.492,0.145,-14.504,90.078,0.0422,0.872,9.68e-06,0.107,0.218,0,2,4
1uDCw6LVMOmbZ6zRliNcNX,0,154440,False,0.492,0.145,-14.504,90.078,0.0422,0.872,9.68e-06,0.107,0.218,0,2,4
7DYsBLdOqz0z14tYWMt2Tn,0,177613,False,0.661,0.937,-5.157,105.549,0.0979,0.322,1.04e-06,0.19,0.805,0,4,4
7cPuE0M35EajWPRO3nRcH8,0,199040,False,0.603,0.78,-5.531,100.499,0.0438,0.139,0.0,0.164,0.693,1,0,4
0U32q8CZRRo7xCzyiaZw5f,58,293040,False,0.626,0.655,-6.69,92.003,0.0263,0.503,0.0,0.13,0.542,1,9,4
4kQXMVjoZ9yMibLZq5Aqi5,50,138495,False,0.794,0.38,-8.769,114.99,0.0477,0.762,0.0,0.262,0.617,0,10,4
3us8sod4dLbM9FiMiPiEY8,59,198626,False,0.52,0.279,-10.739,69.642,0.0547,0.894,0.000105,0.103,0.0951,0,5,4
1PR5pyPiOEEQ02oJYq402x,57,292566,False,0.545,0.658,-7.174,76.971,0.0474,0.496,0.0,0.105,0.683,1,1,4
068qo0w1Ki0cjnFYOUhAm2,60,199019,False,0.728,0.266,-7.322,115.189,0.0293,0.872,1.03e-05,0.114,0.307,1,8,4
2RFt6ZWQbr9mPhsft9u9eX,61,181760,False,0.66,0.407,-8.381,133.86,0.0571,0.236,0.0,0.109,0.257,1,7,4
59pUIlXjQupbiYwt40uUTi,49,349920,False,0.357,0.161,-10.667,83.449,0.0388,0.971,1.4e-05,0.358,0.325,1,8,4
0VhZ5JYfqPojSYeGWnk4dL,55,204973,False,0.479,0.154,-11.282,147.207,0.0352,0.915,0.0,0.0974,0.36,1,2,4
0ltIx8PLjtWoS9zn9PqsZW,51,322146,False,0.592,0.769,-5.268,102.033,0.0311,0.319,4.66e-06,0.137,0.385,1,2,4
7ACW42whcdOiUxiNVu7ltx,46,210375,False,0.7,0.454,-10.39,80.011,0.0388,0.55,0.0022,0.121,0.34,0,7,3
4qTHoIp62ngNDpUJwW3hZ7,57,131000,False,0.402,0.197,-10.775,100.044,0.0295,0.858,1.05e-06,0.114,0.148,1,5,3
4VbDTk82rqWqVgoQC93CkC,58,218531,False,0.507,0.378,-9.019,135.86,0.0332,0.852,0.000212,0.0937,0.085,1,9,4
1pG5nd6gmfbMwUfT5shDQe,51,195945,False,0.619,0.226,-13.453,124.96,0.0641,0.959,4.42e-05,0.106,0.188,1,4,3
2WZyfujzMweFLnozyUJBkW,63,245933,False,0.404,0.571,-5.069,147.01,0.0303,0.182,2.08e-05,0.129,0.29,1,0,4
6gijbGNDNNJgT60Aj7UCyc,53,212386,False,0.418,0.79,-6.599,175.975,0.0506,0.0284,9.96e-06,0.117,0.197,0,4,4
5pq4v03P5PxMcnCagg4S3Z,60,225165,False,0.633,0.299,-7.798,147.549,0.0353,0.833,0.0,0.109,0.341,1,11,4
08OjvLnGR3M0HUhcePeMNO,47,112008,False,0.565,0.0392,-28.276,125.399,0.045,0.835,0.183,0.117,0.601,1,1,4
65VhbQdqvozUntjnlFkFbZ,60,123609,False,0.664,0.0755,-19.836,80.004,0.0389,0.91,0.0,0.164,0.575,1,10,1
05pKAafT85jeeNhZ6kq7HT,66,240165,False,0.585,0.303,-10.058,136.703,0.0398,0.694,0.0,0.115,0.142,1,4,3
3PG6V5yuFfo4APiovOQoRv,67,265843,False,0.65,0.271,-11.081,78.036,0.0314,0.794,6.9e-05,0.196,0.21,1,9,4
5O9R57EozcpLKGQBzadPVy,43,194194,False,0.534,0.213,-8.64,98.385,0.0283,0.884,0.0,0.107,0.0998,1,1,4
6ta5yavnnEfCE4faU0jebM,54,154600,False,0.456,0.386,-10.293,165.733,0.032,0.835,0.108,0.389,0.612,1,10,4
7BRCa8MPiyuvr2VU3O9W0F,60,158960,False,0.409,0.234,-13.711,139.832,0.0323,0.338,5e-05,0.0895,0.145,1,3,4
5ZhaKUsY68U0lgREFWfoxg,49,319000,False,0.502,0.53,-9.573,78.046,0.0266,0.805,0.000738,0.0728,0.102,1,2,4
4zcMBfbQZvBSHQBGDd6gsN,57,214360,False,0.496,0.117,-12.884,78.068,0.0301,0.933,0.0,0.126,0.318,1,0,4
7bhHLZxkRekrNPPkEdDTbn,42,204480,False,0.585,0.724,-6.513,187.484,0.0745,0.315,0.0681,0.0448,0.333,0,1,3
5rwq6R0Uq0BngM3rdmCeNg,67,277000,False,0.582,0.253,-11.43,90.186,0.0259,0.827,2.95e-05,0.091,0.294,1,10,4
2lxBZVbkiCXC1soks2RXwV,61,214240,False,0.637,0.14,-11.472,139.78,0.0407,0.903,0.0,0.107,0.392,1,2,4
38YgZVHPWOWsKrsCXz6JyP,71,215173,False,0.672,0.623,-5.699,92.018,0.0297,0.241,0.0,0.0848,0.617,1,9,4
6XrNrp7UtGgyZcHJ0ckL0w,49,296862,False,0.422,0.272,-10.772,143.413,0.0353,0.496,1.07e-05,0.0704,0.113,0,4,4
72R0X0h8YaxYNpegeoOl0M,61,235813,False,0.47,0.801,-6.426,173.92,0.0352,0.0758,3.53e-05,0.218,0.431,1,9,4
6R6ux6KaKrhAg2EIB2krdU,61,228933,False,0.564,0.864,-5.121,95.984,0.0341,0.0761,0.0,0.182,0.534,1,4,4
2D9w6sabdMCLSheW5aegwO,20,339196,False,0.521,0.495,-7.756,135.061,0.027,0.128,0.0,0.296,0.116,1,5,4
1Qo3taHLFSQpzLm5Sty7M4,22,296843,False,0.616,0.81,-6.51,97.994,0.0668,0.369,0.0,0.107,0.79,1,2,4
71M4QMn8nrok1KFVXwEEyU,35,218240,False,0.615,0.812,-6.573,98.954,0.0458,0.184,0.0,0.328,0.74,1,7,4
4lxGVzcUaSF5HW5jtWnShV,60,151773,False,0.478,0.305,-13.062,108.66,0.0306,0.675,0.00139,0.169,0.0974,1,5,4
2PIlBukQ6limukVR8Ubb5o,59,181400,False,0.479,0.541,-9.862,85.994,0.0545,0.737,0.0,0.108,0.321,1,0,4
5p9XWUdvbUzmPCukOmwoU3,73,201706,False,0.587,0.767,-5.713,100.38,0.0449,0.225,0.0,0.112,0.664,1,0,4
1uSuY2qLCbx1QB7oPUVhFG,22,192260,False,0.514,0.569,-7.866,142.597,0.03,0.601,2.21e-06,0.218,0.264,0,6,4
6twvFrIoIINH8UW8EB8OnU,19,198855,False,0.646,0.836,-6.203,105.991,0.0327,0.301,3.23e-05,0.29,0.727,1,1,4
2pelUnMKr07JjJpilj9Yew,24,191889,False,0.57,0.711,-4.155,163.117,0.0703,0.119,0.0,0.352,0.648,1,9,4
7d0bJhpp0mCYyMXaMgWyMS,57,171293,False,0.678,0.199,-9.785,72.006,0.0307,0.957,3.23e-06,0.0968,0.262,1,9,4
73CbJykoV6WapWGfTeRzTl,35,256440,False,0.589,0.867,-4.523,94.52,0.0385,0.041,0.0,0.306,0.795,1,10,4
3ixLIO5BsTmic0Pp27FaPY,20,221425,False,0.626,0.926,-4.441,99.997,0.0477,0.0265,0.0,0.159,0.548,1,2,4
5ZetMq21bMQN5oo4TtdOxu,18,255047,False,0.686,0.556,-8.5,112.997,0.0271,0.532,0.0,0.0922,0.36,0,1,4
73oHkllHIT8fdbzpxiXW40,19,208793,False,0.56,0.832,-5.595,100.957,0.0352,0.108,0.0,0.232,0.802,1,9,4
4MihgVRpD82EZoT61GW63w,23,214552,False,0.619,0.793,-5.964,177.991,0.0661,0.263,0.0,0.0828,0.892,1,5,4
1BECZPXBXzobsfmlzj0g3I,19,264280,False,0.56,0.278,-12.501,102.187,0.0921,0.733,0.0,0.112,0.594,1,3,4
14vExHBkh1prEAN94wZug8,18,289041,False,0.595,0.805,-7.926,102.44,0.0543,0.0167,1.06e-05,0.0691,0.359,1,8,4
0fzCtVM9D5UEwiLqcY8Ouq,65,322080,False,0.438,0.827,-6.531,143.377,0.0328,0.0512,0.000402,0.319,0.645,1,8,4
6IF2P93LkyW4GqDQu1yS7H,55,238971,False,0.582,0.375,-13.277,129.909,0.0329,0.702,0.0631,0.136,0.106,0,1,4
34dnNAUoIPcwnK0RtVMBWZ,47,276575,False,0.453,0.295,-12.881,146.022,0.0291,0.518,0.00011,0.293,0.14,1,7,4
5aDpULK8MbJmHl42kR5KNI,56,249120,False,0.636,0.625,-7.895,93.931,0.0277,0.222,5.35e-05,0.119,0.342,1,11,4
1fI1TMpz7FVkpoYBhmiywp,53,111734,False,0.639,0.201,-16.613,88.107,0.0526,0.907,2.26e-05,0.124,0.4,0,7,4
23Mcmg5O8rBKAOzxvrTjnD,49,210760,False,0.69,0.423,-9.194,130.121,0.0294,0.883,0.0123,0.111,0.59,0,2,4
0gVbkmFqq5fIkXtJJ3UTfM,51,255688,False,0.599,0.349,-9.269,147.913,0.0301,0.819,0.0,0.112,0.444,1,1,4
00DuOxungwHwVUX2m37P0P,53,181786,False,0.519,0.264,-11.171,140.354,0.0601,0.918,0.000253,0.237,0.192,1,0,4
2lFlveK1y13WWp3vnQtrr3,66,244600,False,0.643,0.569,-7.459,120.507,0.0276,0.544,2.17e-05,0.178,0.275,1,7,4
2WD93lsfJonaKtrQtpLB2R,56,174546,False,0.573,0.624,-9.076,161.025,0.0324,0.471,0.117,0.114,0.529,0,1,4
7njTGO45SkaBTNu35t2Yq0,47,234330,False,0.654,0.821,-5.472,111.958,0.0264,0.00666,0.00299,0.228,0.613,1,7,4
6ivkBaxvclVhwZDE2uwldj,51,255600,False,0.426,0.399,-8.447,115.979,0.034,0.761,0.00112,0.118,0.217,1,0,4
6Cvti10W0AzmzG9D1tpuKp,55,176542,False,0.505,0.21,-11.349,80.721,0.0295,0.907,0.0,0.11,0.323,1,11,4
03yc0G2OoH1Eeyu7Piy8fK,60,243494,False,0.693,0.43,-9.395,151.001,0.0442,0.565,0.0,0.0928,0.731,1,11,4
5RO0MNa5hBKIM4OcjygadU,40,188695,False,0.739,0.287,-14.007,80.64,0.059,0.969,0.961,0.111,0.557,0,6,4
78TKtlSLWK8pZAKKW3MyQL,58,229400,False,0.453,0.146,-8.976,137.905,0.0343,0.867,3.49e-06,0.0945,0.0915,1,2,3
1esE8j1nVyzEQ5rVhYXoJT,55,216853,False,0.606,0.54,-6.271,79.952,0.0339,0.182,0.000144,0.144,0.249,0,7,4
68Yc9ylRZZPtsuVgtrxcDj,50,149000,False,0.595,0.646,-5.495,120.049,0.0327,0.11,0.0,0.258,0.563,1,0,4
3tjjCCdXSdaVEo4q4y071G,52,157231,False,0.736,0.145,-9.215,129.832,0.0336,0.855,0.0,0.108,0.235,1,11,4
3tob5ofeuvFKKSbOTldenC,54,226603,False,0.479,0.126,-13.974,96.327,0.0303,0.966,0.0,0.113,0.279,1,1,4
4E6cwWJWZw2zWf7VFbH7wf,73,258826,False,0.583,0.786,-3.142,123.055,0.0301,0.0208,0.0,0.188,0.573,0,2,4
3uAdZpIbMTtVXitHVibLMV,38,194013,False,0.549,0.291,-13.457,75.153,0.0388,0.858,0.000846,0.129,0.376,1,2,4
2LC523tbEPFpc1pnikbt5b,53,242439,False,0.418,0.489,-8.373,72.891,0.0323,0.287,0.0288,0.42,0.398,0,6,4
3ISLwA96mtx13Wx7K1PPPk,55,232500,False,0.498,0.12,-17.721,121.187,0.0487,0.851,0.0,0.171,0.338,1,0,4
7Ca2CkwSqHyr3eCh8IRdjz,41,156787,False,0.769,0.135,-12.049,103.939,0.061,0.986,0.905,0.106,0.471,0,5,4
6ql0ffq6Jvyh9OKqrJCMaP,46,263823,False,0.434,0.469,-7.849,136.282,0.0265,0.52,0.000328,0.108,0.0568,0,0,4
1EyvonxK8OGHRV4WDRdArc,63,250916,False,0.452,0.198,-9.374,119.499,0.0335,0.931,2.24e-06,0.1,0.217,1,10,4
0EKBV6GybPtALXUgWqWrym,66,238493,False,0.544,0.5,-8.253,93.621,0.026,0.0325,3.78e-06,0.109,0.177,1,11,4
41A82PidFKhGX5hm1WoaDs,54,215906,False,0.662,0.187,-9.003,104.988,0.0268,0.969,0.000273,0.0922,0.233,1,2,4
5oV8bZaShr2d01FFMHBUPq,62,181136,False,0.497,0.13,-15.571,130.769,0.0436,0.841,0.0,0.111,0.179,1,6,3
5nMRpGfqQ0tb1TMbqBVK2J,57,157466,False,0.528,0.291,-9.696,76.805,0.0401,0.914,0.0,0.121,0.355,1,10,4
04qDUASuSfVp6fktfsxVej,68,233728,False,0.461,0.522,-7.513,157.768,0.043,0.36,0.0,0.123,0.446,1,11,4
3g61xRaqII8q1wlQDzv550,62,216612,False,0.483,0.506,-6.058,87.337,0.0347,0.394,0.0,0.0946,0.705,1,9,4
3dglCYsVMjPbDlU2CC9Vq7,53,245186,False,0.392,0.423,-7.813,113.537,0.0348,0.27,0.0,0.117,0.288,1,7,4
2f4jlGvGi3ZDGogXys5FUp,44,219613,False,0.42,0.2,-18.827,87.248,0.0492,0.929,0.49,0.0758,0.164,1,7,4
3NCg46FWgnANZc9HQHQOQR,57,248960,False,0.657,0.716,-5.675,93.924,0.0301,0.014,0.0,0.0483,0.435,1,2,4
0muntSMuAZzcwYBBMZj6sf,52,252466,False,0.495,0.185,-13.824,101.89,0.0288,0.692,0.00403,0.109,0.196,1,9,4
4bXoVtbp6fN8FaSQvGQB41,53,246613,False,0.55,0.499,-9.502,86.966,0.0338,0.472,2.26e-06,0.0798,0.144,1,4,1
