track_id,popularity,duration_ms,explicit,danceability,energy,loudness,tempo,speechiness,acousticness,instrumentalness,liveness,valence,mode,key,time_signature
6NJjPvoQvLdjTPR0aZV9oT,15,238893,False,0.519,0.991,-5.416,91.002,0.0854,0.00455,5.19e-06,0.469,0.543,1,7,4
1ndkjRxZR6xdDokVzzhjB2,14,240308,False,0.861,0.834,-3.792,108.003,0.0555,0.00837,0.00156,0.017,0.824,1,2,4
2k7Xur7Wn4GCJR6bQp7tax,14,418311,False,0.512,0.651,-9.3,149.984,0.0341,0.0882,0.806,0.297,0.234,1,4,4
7lG67mcXgaAqXh1reT6oqe,15,456300,False,0.618,0.962,-5.333,132.435,0.0471,6.33e-06,0.883,0.0844,0.503,0,10,4
7Eqt1Wdrs3luRdOFnTSElY,15,184615,False,0.775,0.731,-6.87,126.032,0.0362,0.248,0.864,0.19,0.319,1,10,4
7d5p80uHWB7IoImgpxUNWg,15,251586,False,0.67,0.96,-1.175,145.065,0.0579,0.000354,0.0101,0.458,0.2,1,2,4
0SutM7B7CRjSJnbw5jXfEc,15,196457,False,0.694,0.914,-3.563,174.973,0.069,0.00187,0.0557,0.0916,0.395,0,8,4
2jepWtBWm1vRVWMlUoGGyJ,14,213984,True,0.697,0.813,-3.951,100.171,0.304,0.0191,0.0,0.0661,0.824,1,1,4
6VuUX2bs40v04eYFuYdUSq,14,257454,False,0.817,0.837,-1.916,110.042,0.0667,0.139,0.173,0.17,0.9,0,4,4
1aXHR8cT9wserJcSPEuUI8,14,310506,False,0.612,0.843,-11.501,163.839,0.0679,0.0079,1.03e-05,0.299,0.747,1,6,4
6vKNmeqan3wq1iBHfRCaPH,15,681040,False,0.573,0.821,-11.978,129.984,0.0531,8.77e-05,0.743,0.0781,0.342,1,7,4
5sbCXvnZQEREKHF6IU7Hmf,16,875560,False,0.509,0.874,-10.352,128.77,0.0463,0.00195,0.851,0.0989,0.266,1,2,4
4GWCwIinb0Kov5ys5vFZKa,14,428533,False,0.789,0.593,-12.984,123.854,0.0924,0.00782,0.000391,0.0541,0.784,1,0,4
4feU5RGzzvKyRP5XxBj5ki,15,211588,False,0.768,0.701,-7.204,139.916,0.0432,0.000105,0.911,0.068,0.473,0,6,4
01qUSVG6qslWiac2ykVwEa,14,261126,False,0.803,0.86,-4.065,129.98,0.143,0.00583,9.96e-06,0.0453,0.603,0,10,4
4C1WU0y9i3BfzlgpeoxwpM,14,305159,True,0.681,0.842,-5.948,176.083,0.164,0.121,0.0,0.289,0.689,1,11,4
5HY4Gv6Ipqh24VHZOE8mTP,15,237547,False,0.696,0.814,-7.823,129.942,0.038,0.00393,0.858,0.114,0.0422,1,0,4
2x9Bd3MAVHg7hGwWRFVMjL,14,225040,False,0.683,0.713,-6.633,178.06,0.101,0.139,0.0,0.107,0.939,0,2,4
3S10iCCJXXJiKtaKjVNakb,14,268800,False,0.762,0.92,-2.523,87.508,0.0458,0.0448,0.872,0.126,0.491,0,6,4
7osKwpe5bLHzz4ODiUr8jR,14,211933,False,0.519,0.704,-5.754,78.671,0.317,0.00479,0.0,0.14,0.454,0,1,4
1WkQIOjA2acGyhPy0mIymR,13,311386,False,0.729,0.944,-5.534,110.083,0.0994,0.0133,0.00102,0.0482,0.708,0,6,4
3rTDyTRoOIDyOZn7eGHLAn,14,326486,False,0.652,0.672,-7.309,111.974,0.0325,0.0339,3.85e-05,0.795,0.18,1,7,4
4FD8ZFu7VBRoqznHDVAfpb,15,296680,False,0.712,0.849,-4.16,126.93,0.0918,0.00243,0.000485,0.359,0.701,1,9,4
7Mfuz57LJwejK3m4WomrP6,15,259986,False,0.786,0.646,-7.074,132.997,0.0557,0.000355,0.646,0.108,0.42,1,7,4
5TFfKIjipFrTMBKca4UMvF,36,230680,False,0.494,0.92,-7.18,154.014,0.0908,0.000423,0.473,0.726,0.321,1,9,4
2C2VP1aEudfYRt5FaM3xSc,6,330093,False,0.57,0.96,-7.181,100.009,0.0416,0.00352,0.917,0.299,0.295,1,6,4
35g78KATz0u3gUVRsOvBV8,36,294026,False,0.606,0.977,-3.642,109.41,0.06,0.0206,0.5,0.179,0.809,1,1,4
3jonrSfDYisR7r7pReY9VV,39,243200,False,0.638,0.964,-1.421,149.986,0.0698,0.00029,0.0912,0.0859,0.198,1,1,4
5LOKOBboMIbi4moxpjuFL5,49,194760,False,0.726,0.919,-13.836,120.952,0.045,0.000143,0.709,0.0795,0.332,1,8,4
2FGnMGgQ34MFVY23Ck2atR,38,444739,False,0.513,0.935,-8.141,141.999,0.0611,4.49e-05,0.834,0.0562,0.6,0,10,4
3IxTzXsvEeKmVDewO5Gqp9,47,287440,False,0.642,0.83,-5.903,135.982,0.0336,0.263,0.0032,0.0839,0.551,1,2,4
7oWTG7pdu2OBmG7MWdU4oo,15,216006,False,0.518,0.891,-4.105,140.011,0.0608,0.00153,0.735,0.223,0.14,1,1,4
2GLl5SfGDhAEztVvEVRimA,45,307400,False,0.7,0.935,-8.774,103.984,0.0408,0.0456,0.831,0.347,0.811,0,10,4
1LfZVlZg1JMxOS1W1fmWOK,36,275966,False,0.509,0.924,-7.207,99.98,0.0523,0.000952,0.673,0.682,0.065,0,4,4
1ODvkzAsBBdpTR0Pp3L86C,43,504533,False,0.646,0.935,-6.663,138.053,0.0409,0.000128,0.202,0.0714,0.566,1,9,4
2P2WxNOdEjjJ98dIeajyqu,45,212706,False,0.6,0.987,-3.423,150.006,0.0762,0.267,0.0435,0.266,0.615,1,10,4
0C0cK8mAUMjoFa8iQ0RZi3,15,222973,False,0.388,0.994,-3.766,193.914,0.0605,0.00323,0.014,0.304,0.706,1,7,4
6XOQS0gTx1pjsBOeYTCT3P,0,316200,True,0.612,0.844,-8.679,125.989,0.0491,0.00031,0.514,0.0959,0.883,1,0,4
6XN48FyG3MZQKEsmUQDTFI,14,336800,False,0.676,0.923,-7.396,174.216,0.0646,0.000188,0.396,0.0279,0.742,0,10,4
6hD1lARCz4NqHCmGXHYpy7,14,306186,False,0.699,0.89,-6.248,132.004,0.0436,0.000154,0.75,0.0468,0.222,1,0,4
5FfAib2LOrcSxUNMq81plc,14,512466,False,0.543,0.819,-9.46,131.004,0.028,0.0273,0.495,0.0627,0.162,0,2,4
6gjKCRIhOog8CAAVbkQgPp,15,229672,False,0.56,0.907,-5.678,119.989,0.0489,7.73e-05,0.0392,0.258,0.114,1,7,4
7pKAIHYZd9EuPgfcTs25Rt,15,390480,False,0.474,0.833,-10.493,121.965,0.047,0.0187,0.895,0.506,0.0387,0,6,4
1EuLtNbmOQuoWvIxWRGtcu,14,270147,False,0.688,0.808,-7.42,126.988,0.0443,0.00853,0.807,0.137,0.749,1,11,4
3vKpN5tpzBDa4pFxz32U5K,32,296914,True,0.463,0.705,-6.072,175.002,0.0596,0.00145,0.00084,0.204,0.439,1,11,4
097d4LOjaFAkKdWEbLWLy1,14,404285,False,0.405,0.988,-2.767,168.005,0.216,0.111,0.798,0.212,0.383,0,6,4
4CH4s56GHhSQ7p4PcmvC9m,15,348000,False,0.544,0.851,-9.221,124.993,0.0365,4.16e-06,0.756,0.062,0.369,1,1,4
2x5xkgkvxieKIZ7n7CR0mS,15,260070,False,0.438,0.9,-4.764,124.989,0.0793,0.00815,0.609,0.153,0.305,1,2,4
2OejjIQHB7W9vKB5gHj6Ln,15,487146,False,0.683,0.665,-8.862,131.978,0.0377,0.0052,0.913,0.105,0.0683,0,9,4
2qRrm8JIClfFaXlt0UHxvi,15,320906,False,0.215,0.979,-4.228,140.142,0.0433,0.0114,0.00034,0.08,0.32,1,11,4
5llnazUy1qLRLh6qnQVXzk,14,273777,False,0.788,0.987,-3.345,135.009,0.0602,0.0168,0.613,0.0221,0.867,0,10,4
1r6tGt1nh2xPgeukItAElz,15,341973,False,0.753,0.723,-9.045,135.961,0.0862,0.000621,0.166,0.204,0.49,1,1,4
4ujLrsqkZdm7DGvtEnCWEV,14,278470,False,0.476,0.976,-2.545,84.993,0.0435,0.00269,0.0146,0.297,0.248,1,1,4
7fpvBXWplUDFqQikcG5woL,13,286000,False,0.619,0.981,-3.785,87.488,0.0611,9.35e-05,0.895,0.0197,0.729,1,1,4
2VYTOzD2TMUTckzMBPGNdW,14,204680,False,0.699,0.881,-8.044,140.994,0.0651,0.00593,0.885,0.417,0.205,1,7,4
6rjRxpaovHHoX2KhVrOwQb,14,427800,False,0.67,0.913,-6.633,131.018,0.0453,0.0274,0.886,0.101,0.231,0,11,4
4pSj48vhbXwYvf2zbD1WJa,15,410160,False,0.714,0.892,-5.258,96.997,0.0425,0.0102,0.85,0.32,0.876,1,7,4
4bvoh5rKs3UFZdtUo7AZ5Y,14,198746,False,0.768,0.92,-6.656,127.97,0.0442,0.00611,0.592,0.0498,0.834,0,1,4
2m3eT8zq1YzypIbxcLVy0e,15,221960,False,0.606,0.972,-5.787,119.952,0.0815,0.00773,0.723,0.288,0.531,1,11,4
44XsO9hwxTLx9rhArOcu33,14,390960,False,0.808,0.664,-6.004,133.966,0.0883,0.102,0.914,0.0671,0.215,0,10,4
63yss05gw4eRwGm8eTkctG,14,252286,False,0.754,0.88,-4.505,118.991,0.0482,0.0108,0.000829,0.355,0.786,0,6,4
1HS4VWmqVKoT0B0PBUwsTi,15,236307,False,0.651,0.898,-8.052,130.0,0.055,0.0135,0.893,0.31,0.536,1,9,4
3BlCwgDsg0FYDfsZuYz7CD,14,271567,False,0.532,0.948,-4.693,175.949,0.0955,0.00533,0.0,0.148,0.187,1,7,4
039KJdHDEFlY8jvPNkKJZM,15,507333,False,0.706,0.975,-8.009,164.822,0.102,0.00367,0.895,0.0602,0.476,0,10,4
4qkRrJJrIuWjQ8ktmKGaCu,14,266644,False,0.688,0.86,-6.449,97.03,0.11,0.0503,1.37e-06,0.152,0.303,1,0,4
5ggp1eeJcKP6Upajs0Zxlm,14,248470,False,0.492,0.948,-3.765,131.926,0.096,0.0259,0.27,0.147,0.673,1,7,4
6T5d00dLOptS0Ss4xsisEq,13,247360,False,0.778,0.889,-6.481,132.041,0.0967,0.000411,0.914,0.05,0.398,1,0,4
2aJv9GhCIoE4xLu7YQteaY,14,256920,True,0.632,0.735,-8.107,142.06,0.0401,0.00796,0.0243,0.349,0.686,1,1,4
5RXH5yGp6PPMdNw6P65g8e,14,159272,False,0.825,0.89,-1.508,110.048,0.226,0.094,0.0,0.0712,0.966,1,8,4
3IgeivnwnfhxcTCIdiZVGX,16,291665,False,0.586,0.777,-11.313,125.023,0.0475,0.00206,0.808,0.136,0.716,1,8,4
2Izg9QeyEMClNaUAbhdOxo,14,318813,False,0.615,0.987,-3.682,145.026,0.102,0.00112,0.872,0.374,0.324,1,1,4
36SZIrsJNxfQBKcTXf4cp9,14,446586,False,0.714,0.951,-4.574,118.891,0.0526,0.000561,0.762,0.56,0.123,1,7,4
1QERrDBVuPiJFqnTsoyC6I,14,300800,False,0.604,0.96,-5.98,134.046,0.0439,7.55e-06,0.832,0.133,0.0741,0,11,4
7ywbfU4xi8TIBnzfAzLTTN,14,288400,False,0.657,0.954,-4.55,134.996,0.0548,0.0328,0.847,0.359,0.332,1,8,4
56rOkP9wTPP0PvmsJDNrkB,42,294000,False,0.401,0.925,-5.45,176.009,0.0382,0.00298,0.799,0.106,0.145,0,7,4
0ZcR8LX5cGLxr2v93WUIFO,26,360020,False,0.374,0.885,-6.797,104.968,0.311,0.000506,0.625,0.108,0.305,0,6,3
7Cc6AryZQcJRVX2ZKYNp5g,42,217710,False,0.622,0.954,-0.933,172.029,0.0654,0.0147,0.834,0.15,0.474,1,8,4
2DwN99S3TxwTm8MVhajiR2,40,158352,False,0.545,0.995,-1.913,88.008,0.237,0.00542,0.0943,0.0939,0.448,1,7,4
68TL2jafwq6hwl6ExBY6JK,37,276430,False,0.667,0.735,-4.025,86.059,0.349,0.372,0.208,0.108,0.1,1,10,4
2YpanBJd9Wj2ZxrmcUrTUR,44,273066,False,0.567,0.856,-11.321,145.043,0.0451,0.000805,0.548,0.0795,0.719,1,1,4
4n0bY7nhHGiT1wQMC0KRPb,36,260306,False,0.519,0.935,-4.067,171.988,0.281,0.00391,0.481,0.0948,0.142,1,4,4
1PjBog09mQ1adK3yiEVnNW,33,360020,False,0.374,0.885,-6.797,104.968,0.311,0.000506,0.625,0.108,0.305,0,6,3
0lIAAEd3YoxWdEgYEdlrdE,13,300000,False,0.86,0.727,-3.957,131.974,0.0559,0.358,0.103,0.108,0.535,0,11,4
6ZQAMWdGR6lcx5C7zBZjEM,13,244571,False,0.691,0.98,-3.993,104.969,0.212,0.00191,0.0509,0.432,0.32,1,6,4
0nWVzl8j7SCHCDqGvdPHbd,39,209093,False,0.485,0.856,-4.108,140.068,0.0741,0.000675,0.000315,0.0291,0.685,1,11,4
4cgSHdmtiIjcWMtEernSX9,14,245122,False,0.769,0.968,-3.894,128.032,0.0505,0.0312,0.772,0.0775,0.255,1,6,4
6CHtKLZyxNZzxAQrd6ULxF,13,234047,False,0.696,0.906,-5.683,128.026,0.0523,3.98e-05,0.00028,0.0346,0.772,1,1,4
62EMJr1KY3s1gR4ZqgaMyM,14,335621,False,0.741,0.821,-5.382,138.03,0.114,0.0168,0.000647,0.0381,0.805,1,7,4
6TBRzQZTvFGCeYG4ScStnt,13,326400,False,0.697,0.906,-5.833,136.076,0.0843,0.127,0.391,0.12,0.495,1,6,4
40R59uxu1TdnkNkg7tDram,13,201230,False,0.651,0.985,-1.371,130.048,0.0439,0.0113,0.207,0.084,0.436,0,7,4
4qWW2c8QoKOS2hIX2m1Pct,16,182068,False,0.63,0.955,-6.507,173.971,0.0664,0.00208,0.939,0.056,0.401,1,7,4
5Ep48oHY15dVOPwTRlqvoU,15,234418,False,0.752,0.76,-3.399,171.987,0.06,0.00703,0.872,0.104,0.128,0,10,4
376cn6Fo1LCkScw9jtkgvT,15,304600,False,0.674,0.837,-7.938,105.002,0.0407,0.0104,0.748,0.101,0.25,1,0,4
75VOiyc0bT0VkFFQuKakgE,13,251148,False,0.627,0.966,-5.433,127.806,0.0726,0.0404,0.0726,0.0697,0.435,1,7,4
2tRKhBkvGfXFlptucoIgS8,12,240000,False,0.801,0.852,-5.779,129.996,0.0637,0.00122,0.291,0.0805,0.415,0,1,4
1qCeYzM30kxUwppYNx3Pho,14,342173,False,0.519,0.766,-5.012,119.965,0.0616,0.168,0.342,0.125,0.183,0,1,4
7BrSrtLNQwvDMQFFXRrYfw,14,205173,False,0.662,0.92,-7.348,131.028,0.0659,0.000611,0.654,0.0768,0.886,1,6,4
2KuHji0x6GoA9Ho3DFAzJC,13,486360,False,0.75,0.995,-6.776,132.052,0.0778,0.229,0.883,0.103,0.716,1,7,4
2tKXrorgfX5RzIyuHlv8Dn,14,175145,False,0.677,0.931,-2.038,131.941,0.0491,0.000879,0.892,0.0137,0.962,1,1,4
35vRZoXS1tJgkBamJ3gwAC,12,51200,False,0.762,0.592,-9.364,187.874,0.529,0.228,0.00885,0.0852,0.8,0,6,4
2gRSdWB9valGthX00IwQCv,13,386206,False,0.635,0.984,-1.497,173.998,0.0708,0.000586,0.878,0.143,0.49,1,6,4
6uV20IzA8zQbdFanxgLlq7,14,253160,False,0.772,0.866,-6.389,99.986,0.223,0.00206,0.00447,0.394,0.411,1,7,4
2gGziDLQLuvEsgOsSWsKiC,14,267932,False,0.727,0.971,-3.643,130.015,0.119,0.000979,0.834,0.0974,0.177,0,6,4
4MFsl3b7eIvfAt9Yt2gbXQ,15,320773,False,0.337,0.604,-22.821,93.972,0.0486,0.11,0.963,0.321,0.329,0,8,4
7Em0GU0uX7BzhIzy7V5D9I,45,396882,False,0.732,0.678,-6.631,84.98,0.182,0.000997,0.0505,0.108,0.0611,1,6,4
5RpPJ33vSmXAobdyruFXpv,15,258333,False,0.671,0.533,-9.392,114.013,0.0256,0.186,0.252,0.0835,0.479,1,1,4
4AsNpGu1XG9ps43JRbBORs,15,283293,False,0.569,0.946,-7.496,104.96,0.122,0.000108,0.742,0.11,0.229,1,11,4
2bAnADWypUKlPGRLGxxonJ,13,294133,False,0.874,0.88,-7.898,119.867,0.0741,0.018,0.0244,0.216,0.966,1,1,4
57guwFVXSgdp0zBtyEx1DS,14,161828,False,0.887,0.641,-6.146,87.5,0.0633,0.162,1.01e-06,0.0563,0.842,0,8,4
0JHCHm1HO082DEnvPQVUKj,14,344386,False,0.514,0.763,-8.789,94.011,0.0339,0.00121,0.0635,0.104,0.482,1,7,4
1TQUhK0A8cMicGMTCAfjli,14,349642,False,0.601,0.79,-3.367,168.0,0.046,0.00156,0.0602,0.17,0.321,0,10,4
1689JL5zMGthYrVhDI2CgP,14,182929,False,0.787,0.777,-4.744,128.007,0.0445,0.000478,0.854,0.105,0.711,1,8,4
5RBJJqgq95xRoDaIWnzCkM,14,321379,False,0.723,0.989,-0.613,173.988,0.0958,0.00763,0.555,0.114,0.799,1,0,4
59ab2LHcVpmQ776Tjh3Z0F,14,469240,False,0.663,0.82,-11.819,130.001,0.0459,0.0029,0.818,0.0634,0.793,1,1,4
7aK8XUaDeTE7rJoD4BJ6qD,44,445826,False,0.696,0.886,-7.991,119.006,0.0383,0.0822,0.647,0.37,0.828,1,7,4
65wzaO08xeMhKDSq92bHLu,13,326306,False,0.778,0.963,-7.289,124.004,0.0861,0.051,0.794,0.115,0.31,1,7,4
16Sdr1ZP8mvTQnvmrHxRRu,0,236396,False,0.816,0.823,-3.735,132.016,0.0452,0.000941,0.77,0.101,0.45,1,11,4
7kEWswGnUQ568XdjdVmKPs,14,447933,False,0.587,0.673,-11.385,162.373,0.0548,0.204,0.855,0.152,0.112,0,2,4
7cQv4jReT6EeuGsAREDbh3,14,346186,False,0.673,0.911,-4.014,125.983,0.0593,0.00033,0.227,0.058,0.913,1,2,4
5giYbSpWrpWFcdrIhDdYaD,14,254769,False,0.772,0.902,-5.161,130.035,0.0587,0.0377,0.0134,0.0886,0.85,0,1,4
7hRxZZaBEeFDW2aV6iQqPp,14,291818,False,0.636,0.995,-1.752,87.994,0.0468,0.00173,0.00122,0.0332,0.731,1,9,4
2NXkqNCXItUKyj5aZiBou1,14,269132,False,0.614,0.982,-3.346,173.057,0.0523,0.000239,0.00304,0.0392,0.75,1,11,4
2eJe8tEzBfIFi8OvVv576t,15,394933,False,0.586,0.821,-5.52,160.054,0.0823,0.101,0.00583,0.699,0.638,0,4,4
71wZVQMJcxrZQxXmTKoxU8,14,424000,False,0.728,0.922,-4.435,131.968,0.103,0.000847,0.636,0.0873,0.684,1,6,4
6IxhlGtqmnnCIZX7j0nJtt,45,214923,False,0.729,0.598,-4.724,125.971,0.0567,0.299,0.0773,0.162,0.474,0,5,4
1EUeDFq2zNP784GPaRs9aH,44,247989,False,0.384,0.99,-3.826,193.93,0.0601,0.00474,0.036,0.363,0.663,1,7,4
6IfFKsVDgkHOhjLzSGFu1W,33,201600,False,0.512,0.902,-2.625,112.534,0.382,0.00991,3.88e-06,0.109,0.3,1,1,3
7vgC9TRbwaV3j11mzlMThw,5,258064,False,0.596,0.92,-6.827,105.998,0.0655,0.00115,0.888,0.121,0.135,0,9,4
3DEEhTcHtJTgYoAy8NtFD8,25,225453,False,0.544,0.825,-8.257,128.048,0.0463,0.205,0.0933,0.373,0.0366,0,5,4
3wzcxLTGnPaJukGUqhkvMY,40,235811,False,0.659,0.944,-3.845,130.027,0.0498,0.00136,0.788,0.204,0.521,1,1,4
0Sb0b4S2suGAhsuYnP4gj1,13,236571,True,0.599,0.96,-2.958,139.985,0.0599,0.000226,0.0997,0.0521,0.193,1,1,4
6PGKojwiEEt0KWEedNao1Z,35,217760,False,0.661,0.998,-3.746,105.044,0.116,0.0987,0.00851,0.828,0.254,1,7,4
2Qgsm22mbVfIRfx9ZRRHKE,40,716985,False,0.575,0.838,-5.104,139.941,0.03,0.0329,0.614,0.643,0.238,1,10,4
6wW4ES7Gx0zEKdbgcTL1hO,42,268800,False,0.765,0.674,-4.165,104.008,0.086,0.0279,0.0136,0.0951,0.354,1,7,4
16LaKeLzT6Eo6sXh0VQE3W,38,266240,False,0.533,0.879,-5.497,174.979,0.0734,0.00115,6.85e-05,0.333,0.444,1,7,4
4ewtMhaOEX1eBoXhvJoIns,13,266269,False,0.782,0.831,-5.55,140.073,0.177,0.0114,0.168,0.263,0.209,1,0,4
5bdXzykQmyiUB91lqrNvOC,43,332200,False,0.532,0.934,-4.663,174.953,0.0758,0.000627,0.000836,0.185,0.448,1,7,4
1FyqKrXoHIYh7Tv7awiUKS,14,304920,False,0.752,0.715,-6.443,99.993,0.0791,0.459,0.0335,0.808,0.574,0,5,4
3kTgOdnhK1HphG9o1aFrOA,14,290486,False,0.461,0.727,-6.268,133.014,0.032,0.000134,0.0,0.101,0.22,1,1,4
4H8ppuehBNRbAHhoHHM7YU,14,227000,False,0.598,0.847,-7.98,107.998,0.039,0.0204,0.867,0.17,0.529,1,2,4
5qTixEL6DIvXM7PY5MFRgT,44,264720,False,0.478,0.955,-5.254,165.943,0.157,0.000573,0.0306,0.253,0.244,0,11,4
2DeNfUGPgSmF1006dzfAa4,13,229090,False,0.773,0.944,-3.973,110.027,0.265,0.0129,0.000449,0.0483,0.734,1,3,4
65lXKIwtMPW2HCr4CvLPiZ,44,256040,False,0.593,0.936,-8.163,134.963,0.0374,0.00283,0.862,0.178,0.0922,0,8,4
2JpP6bBwQGtwAf3CkE46NY,36,311976,False,0.671,0.823,-6.204,119.984,0.0571,0.00781,0.0535,0.147,0.45,1,10,4
7tl3BwIQKlvRLsEOyOSwFl,12,176030,False,0.738,0.95,-4.349,128.045,0.0746,0.0958,0.0,0.0652,0.768,0,9,4
1Lu4MHevzkeT1KeNUyU3Wo,14,740600,False,0.577,0.91,-12.534,131.884,0.0429,0.0268,0.652,0.122,0.486,0,10,4
7wtY653p01DiWaOfTk4bXH,14,287356,False,0.764,0.747,-5.058,129.998,0.0401,0.00569,0.655,0.0784,0.27,1,1,4
4Jm8YReY5LrZackHgMw2Xu,14,332560,False,0.583,0.799,-14.021,149.987,0.0503,0.0251,0.927,0.117,0.532,1,0,4
2BeDNfCQGt0hmmHOC5Mdu3,13,213945,False,0.62,0.961,-3.26,175.032,0.0546,0.00995,0.000724,0.309,0.518,0,1,4
4NHDT67YFW84LJPbDHdQo5,13,296600,False,0.5,0.907,-4.805,133.045,0.0301,0.000335,0.864,0.247,0.483,0,6,4
3dsULQqwguPuMSOCpkMbZA,14,301826,False,0.747,0.72,-10.53,140.028,0.0513,0.0151,0.00212,0.0513,0.951,0,5,4
32kWEokqkJ16ZsXIcCV2RI,13,289546,False,0.677,0.895,-6.245,133.981,0.0578,0.000513,0.607,0.116,0.121,1,0,4
2qJX7tKJrJYqfV4Qf2uPhh,13,249554,False,0.614,0.928,-4.834,175.083,0.0603,0.00941,0.000291,0.921,0.467,0,10,4
378IgtHvaJRuKjiKx9PTxQ,13,184013,False,0.713,0.964,-9.212,138.054,0.0363,0.00541,0.0,0.354,0.562,1,7,4
5au9uALlo4b2OQD6fKGp1V,13,224150,False,0.848,0.777,-7.396,109.977,0.0358,0.0583,0.000535,0.0577,0.972,0,10,4
3i4ECmpqIOYdm3wPAF8lKi,14,545000,False,0.557,0.934,-5.217,139.946,0.07,0.00713,0.818,0.112,0.32,1,9,4
7jAHt1rSrO2csKr0K4rLtV,13,290493,False,0.632,0.921,-4.976,127.001,0.0529,0.119,0.522,0.114,0.363,1,2,4
1Ko1Tw3IDL1dPxA1PUc0n7,13,211843,False,0.713,0.916,-3.088,128.002,0.045,0.00011,1.41e-05,0.312,0.267,1,7,4
0pHP0pF3gYLWgZpTI573Du,12,192234,True,0.664,0.896,-3.873,168.012,0.287,0.107,0.0,0.336,0.686,1,6,4
6H5WW378yeMfgw0jqlh0uT,14,255040,False,0.777,0.699,-8.567,112.01,0.0432,0.0075,0.869,0.0832,0.219,0,6,4
7mMebrxjiIPhUlPyXQ4GTS,13,255893,False,0.305,0.76,-10.588,143.922,0.0583,0.00188,0.37,0.0908,0.603,0,6,4
3JT4mPrjHOCqqIlAtQESce,14,493179,False,0.521,0.923,-4.869,131.957,0.0451,0.000354,0.743,0.129,0.774,1,0,4
0igdqHXvyzyxqtduLlese9,13,174453,False,0.769,0.744,-13.952,124.015,0.0493,0.0963,0.0109,0.133,0.807,1,1,4
5EF1yFdFSvq4ArlTFnJWrX,14,299760,False,0.601,0.906,-7.129,125.021,0.0485,0.000276,0.0548,0.434,0.791,1,8,4
1ntP25clySM19SesaBvKPb,14,429200,False,0.767,0.914,-5.058,138.044,0.0424,0.0154,0.608,0.0777,0.929,0,5,4
5Op4Nab6c1K3iM7kLOq3DA,14,269000,False,0.762,0.677,-6.402,104.986,0.157,0.0831,0.000244,0.472,0.3,1,9,4
7sFZQngl4cV31KWChibiIv,13,376853,False,0.698,0.959,-1.101,87.997,0.0467,0.000834,0.0365,0.222,0.388,1,9,4
5hvH9Zo5yjB6zvhd4qOTpM,13,264640,False,0.58,0.905,-4.33,102.013,0.0311,0.00314,0.0,0.535,0.504,1,5,4
1aMV2OFF5veqkOzEcEDgYL,12,294538,True,0.666,0.961,-2.671,174.064,0.156,0.00586,0.0,0.0386,0.797,1,7,4
2MvL8T3pPsXB6Cg5dyNZTJ,13,242389,False,0.853,0.594,-12.034,109.911,0.135,0.109,4.35e-06,0.156,0.717,1,11,4
2GkaZv36rXzHzAHZuQ14Qu,13,223466,False,0.656,0.482,-10.191,92.101,0.0474,0.184,0.0526,0.0835,0.422,0,2,4
1bjlHx98e4y2aNPsXAWs3w,13,281083,False,0.506,0.811,-7.641,140.045,0.053,0.000942,0.0187,0.121,0.412,0,9,4
7p2bX5VCmu945fb3NGdgud,13,211146,False,0.765,0.657,-7.779,95.995,0.157,0.356,0.0,0.107,0.595,1,2,4
1fZiIl4PxE4LM7Z1OnTIDP,13,228346,False,0.767,0.84,-9.54,97.979,0.127,0.0597,9.5e-06,0.679,0.482,1,1,4
5uiSORQVySTbbtuuJETfre,52,216072,False,0.601,0.929,-5.795,131.942,0.0512,0.00144,3.37e-05,0.329,0.509,1,5,4
1LPAb9ROQ5JcY2vWNbCZ7R,36,256285,False,0.399,0.848,-3.66,139.929,0.0501,0.000574,0.196,0.135,0.101,0,7,4
02X5Rff4oFN7HQyy8IAnE4,32,232875,False,0.649,0.953,-4.117,160.048,0.0466,0.00145,0.00607,0.0542,0.743,1,1,4
7jf6Z36uFyJzZmhGMrhNi5,44,343636,False,0.733,0.91,-1.349,87.995,0.0439,0.174,0.256,0.111,0.296,0,4,4
3BE95i1ufWMoMJwpwDtkTo,39,278571,False,0.596,0.872,-2.616,150.02,0.0485,0.0044,0.0584,0.168,0.278,1,11,4
28ytplOlfUwDbOJHiCVD5h,11,225590,False,0.619,0.97,-4.261,128.01,0.039,0.000483,0.767,0.294,0.209,0,8,4
7gJ8X7H3mlQXZjhwwXD2YJ,12,301850,False,0.613,0.952,-4.973,130.004,0.051,0.00018,0.49,0.155,0.448,1,7,4
7rvu3MkE9B31k1Otu63uop,13,214333,False,0.747,0.929,-9.855,126.005,0.0681,0.0591,0.719,0.713,0.629,0,5,4
3OstpRL2Ed0MwqRblk3ZiU,11,219654,False,0.576,0.837,-5.99,110.002,0.121,0.0147,0.206,0.0699,0.343,0,10,4
0QrltN7ttVb0HyF06KkJBq,11,200453,False,0.712,0.76,-7.147,126.016,0.052,0.000829,0.741,0.0635,0.698,0,4,4
4vdOkAa2BXmuI8DsNUmOUr,14,246857,False,0.487,0.949,-2.886,139.806,0.481,0.0161,0.0144,0.203,0.174,1,0,4
62dsowDPBOpK7yGDckeOcG,12,241818,False,0.765,0.889,-3.418,132.005,0.0486,0.000159,0.625,0.0603,0.337,1,11,4
